Index,Restaurant,Cuisine,Review,Response,Rating
154,Saffron,Indian,"Saffron is a fantastic Indian restaurant with a great menu. The chicken tikka masala was creamy and flavorful, and the garlic naan was perfectly cooked. The service was prompt and friendly, and the atmosphere was cozy and comfortable. The prices were reasonable for the quality of the food and service. I highly recommend Saffron for anyone looking for a great Indian dining experience!",Positive,4
155,The Burger Joint,American,"The Burger Joint is the perfect place to go for a juicy burger and fries. The beef patty was perfectly cooked and seasoned, and the fries were crispy and golden. The service was friendly and efficient, and the prices were reasonable for the quality of the food. The restaurant also has a great selection of craft beers to choose from. I highly recommend this place.",Positive,5
156,The Garden Cafe,American,The Garden Cafe is a great spot for breakfast or lunch. The food is always fresh and the service is friendly and efficient.,Positive,4
157,Bella Italia,Italian,Bella Italia is the perfect place for a romantic date night. The pasta dishes are delicious and the atmosphere is cozy.,Positive,5
158,Sushi Spot,Japanese,Sushi Spot has some of the best sushi I've ever had. The fish is always fresh and the chefs are true masters of their craft.,Positive,5
159,La Fiesta,Mexican,La Fiesta is the best Mexican restaurant in town. The guacamole is amazing and the margaritas are strong and delicious.,Positive,4
160,The Steakhouse,Steakhouse,The Steakhouse is the perfect spot for a special occasion. The steaks are always cooked to perfection and the sides are great.,Positive,5
161,India Palace,Indian,India Palace is my go-to spot for authentic Indian cuisine. The curries are flavorful and the naan is always fresh and warm.,Positive,4
162,Thai Spice,Thai,Thai Spice has some of the best Pad Thai I've ever had. The spices are perfectly balanced and the noodles are cooked just right.,Positive,5
163,The Bistro,French,The Bistro is a charming little spot for a romantic dinner. The escargot is a must-try and the wine list is impressive.,Positive,4
164,The Sushi Bar,Japanese,The Sushi Bar has some of the freshest sushi in town. The prices are reasonable and the service is always friendly.,Positive,4
165,Mama Mia,Italian,Mama Mia is a family-friendly Italian spot with great pizza and pasta dishes. The portions are generous and the prices are reasonable.,Positive,4
166,The Crab Shack,Seafood,The Crab Shack is the perfect spot for seafood lovers. The crab legs are delicious and the steamed shrimp is always fresh.,Positive,5
167,The Greek Taverna,Greek,The Greek Taverna has some of the best Mediterranean food in town. The gyro is delicious and the hummus is to die for.,Positive,4
168,La Pizzeria,Italian,La Pizzeria is a great spot for a casual dinner. The pizzas are always fresh and delicious and the prices are reasonable.,Positive,4
169,Spice Route,Indian,Spice Route is the perfect spot for Indian food lovers. The chicken tikka masala is amazing and the naan is always fresh.,Positive,5
170,The Fish Market,Seafood,The Fish Market is the best seafood spot in town. The oysters are always fresh and the lobster is cooked to perfection.,Positive,5
171,Thai Orchid,Thai,Thai Orchid has some of the best Tom Yum soup I've ever had. The service is friendly and the prices are reasonable.,Positive,4
172,Spice House,Indian,I visited Spice House for lunch and was impressed with the food. The chicken tikka masala was flavorful and tender. The naan bread was freshly baked and delicious. I would definitely recommend this restaurant.,Positive,4
173,La Taqueria,Mexican,I love La Taqueria! The tacos are delicious and the salsa is amazing. The prices are also very reasonable. I would highly recommend this place to anyone looking for great Mexican food.,Positive,5
174,The Olive Tree,Mediterranean,The Olive Tree is one of my favorite restaurants. The hummus and pita bread are always fresh and the lamb skewers are so juicy and flavorful. The atmosphere is cozy and the service is great. Highly recommend.,Positive,5
175,The Red Lion,British,"I had high hopes for The Red Lion, but unfortunately the food fell short. The fish and chips were overcooked and greasy, and the pie was dry. The atmosphere was nice though, and the service was friendly.",Negative,2
176,Sushi Sake,Japanese,Sushi Sake is a great spot for fresh and delicious sushi. The rolls are always made to order and the fish is so flavorful. The service is also great and the prices are reasonable. Highly recommend.,Positive,4
177,The Blue Crab,Seafood,I had a great experience at The Blue Crab. The crab cakes were some of the best I've ever had and the seafood chowder was delicious. The service was excellent as well. Highly recommend.,Positive,5
178,The Vegan Spot,Vegan,The Vegan Spot is a great place for a healthy and delicious meal. The avocado toast is my favorite and the smoothies are so refreshing. The service is always friendly and welcoming. Highly recommend.,Positive,4
179,Chez Pierre,French,"Chez Pierre is a hidden gem. The escargot was delicious and the steak frites were cooked to perfection. The atmosphere is cozy and romantic, perfect for a date night. Highly recommend.",Positive,5
180,The Spice Route,Indian,The Spice Route is one of my favorite Indian restaurants. The chicken tikka masala is so flavorful and the garlic naan bread is amazing. The service is always friendly and attentive. Highly recommend.,Positive,5
181,La Pizzeria,Italian,La Pizzeria has the best pizza in town. The crust is crispy and the toppings are fresh and delicious. The atmosphere is cozy and the service is great. Highly recommend.,Positive,5
182,The Green Garden,Vegetarian,The Green Garden is a great spot for vegetarian food. The falafel wrap is my favorite and the lentil soup is so hearty and delicious. The service is always friendly and the prices are reasonable. Highly recommend.,Positive,4
183,The Butcher's Block,Steakhouse,The Butcher's Block has the best steak in town. The filet mignon was cooked to perfection and the garlic mashed potatoes were so creamy and delicious. The service was also excellent. Highly recommend.,Positive,5
184,The Spice Room,Indian,"The food here is amazing! We ordered the chicken tikka masala and lamb vindaloo, and both were perfectly seasoned and cooked to perfection. The garlic naan was also some of the best I've had. The service was friendly and attentive, and the atmosphere was cozy and inviting. Would definitely recommend this place to anyone looking for delicious Indian food.",Positive,5
185,La Cucina Italiana,Italian,"We had a great time at La Cucina Italiana. The food was delicious and the service was excellent. We started with the bruschetta which was perfectly toasted and topped with fresh tomatoes and basil. For our main course, we shared the lasagna and the spaghetti carbonara, both of which were perfectly cooked and full of flavor. We finished our meal with the tiramisu, which was the best I've ever had. The atmosphere was cozy and romantic, and we can't wait to come back.",Positive,5
186,The Golden Wok,Chinese,"The Golden Wok is one of my favorite Chinese restaurants in town. The food is always fresh and delicious, and the service is excellent. I usually order the kung pao chicken or the beef and broccoli, but everything on the menu is great. The prices are very reasonable, and the atmosphere is casual and relaxed. Highly recommend!",Positive,4
187,Sushi House,Japanese,"I've been coming to Sushi House for years, and it never disappoints. The sushi is always fresh and beautifully presented, and the service is top-notch. My favorites are the spicy tuna roll and the salmon sashimi, but everything on the menu is great. The atmosphere is modern and chic, and the prices are reasonable for the quality of the food. Highly recommend!",Positive,5
